Simulation,Final_Value
2235,2755357.814723196
2236,1666399.901969556
2237,963167.5097877881
2238,1558307.3968071304
2239,1613448.1779645928
2240,992643.0965751162
2241,1206127.226823559
2242,990175.075360989
2243,994250.6478579792
2244,1720092.8053636334
2245,1744546.9271014624
2246,1638900.1383555392
2247,1706421.7681094748
2248,1253648.1597139835
2249,917097.3597102198
2250,1742035.9062885735
2251,1264416.7064556768
2252,1498448.3744266247
2253,1052971.2804483427
2254,623494.6449478376
2255,1695226.2756089813
2256,1784288.4765768177
2257,1982801.4232409818
2258,1277676.2448585986
2259,1377115.9947617787
2260,993593.1042877663
2261,1443845.0564269416
2262,902579.5785631619
2263,1274254.6789385963
2264,886636.5051617224
2265,1881367.8694709511
2266,1061356.470807569
2267,1605766.182813627
2268,1392024.869155632
2269,1624497.369516621
2270,1286359.8437145688
2271,1245924.051523836
2272,958714.3822891295
2273,1185101.7697465478
2274,1028378.1715856286
2275,1454238.0265668859
2276,882268.3238065627
2277,1400000.2094304306
2278,1002771.7890374921
2279,535591.7205468373
2280,886524.2887021326
2281,1273287.0570880878
2282,1152420.8294114266
2283,1209532.3771283065
2284,1194432.8526496042
2285,948507.0381737504
2286,1125619.577254445
2287,925529.561428911
2288,1364772.1115220028
2289,889914.6151970219
2290,1073169.2331641756
2291,1446869.4006850389
2292,913305.5936658252
2293,1268016.4027085453
2294,1097315.9593489242
2295,1127673.1797765382
2296,1548000.1112338842
2297,756279.2252322847
2298,1360448.480846093
2299,1311638.686764876
2300,970469.4620875028
2301,1182812.2353280063
2302,1105177.1445938512
2303,1267386.1716628438
2304,865052.1575237027
2305,1228183.7876323087
2306,1235722.5018319692
2307,1667341.9016119812
2308,1366257.7272605929
2309,1052417.7038944648
2310,1277020.1328607562
2311,2527352.4797043214
2312,1145822.9818494
2313,1146698.349936341
2314,1053619.2611850863
2315,1412832.899791721
2316,1039929.4455656015
2317,2180550.7371638073
2318,1154006.201765595
2319,785880.6275493525
2320,2014534.3567219006
2321,1074589.9401489357
2322,1154991.7782636967
2323,1264327.4284341228
2324,795029.012223783
2325,968782.2850928835
2326,794617.8239117969
2327,1216837.44073674
2328,900008.1594638576
2329,819334.2420027023
2330,1680633.0281490793
2331,1412910.488463514
2332,2790350.347399733
2333,1375015.2510594071
2334,1159591.8366200496
2335,1407270.5158799267
2336,952628.656290678
2337,2191634.8417660305
2338,1981838.6464949436
2339,683602.1261168891
2340,1151875.842239482
2341,1604887.7942175877
2342,874873.6321519911
2343,1310081.9874355665
2344,1367936.3717111323
2345,1104406.244004339
2346,771805.5487248957
2347,1346426.754995896
2348,1223423.9972550762
2349,1025857.8722230511
2350,2048277.9144315103
2351,1138179.779124759
2352,1197296.6111132759
2353,1415090.4180602184
2354,1586818.4471469247
2355,1249365.4994823637
2356,1724473.1655411592
2357,934855.740615915
2358,839504.947415826
2359,2042824.3349363084
2360,1211863.0983484774
2361,860868.3539151635
2362,1361585.0409318525
2363,1158245.6830399754
2364,1288309.3490821132
2365,1557118.3418193634
2366,1310528.9544637976
2367,917062.8940393003
2368,1655511.960588069
2369,977612.5806101506
2370,847478.6455774378
2371,1456725.730542961
2372,1708875.239283503
2373,1485811.5428492501
2374,948978.8598756423
2375,1610950.3435891513
2376,1068568.692295675
2377,847215.8450883849
2378,1631147.03029449
2379,799584.068021123
2380,913921.1498233376
2381,2760030.3674103874
2382,1002626.3258418073
2383,1197489.5139218816
2384,1375382.2701683287
2385,1362303.5459331297
2386,915779.9426989753
2387,1295143.6414704532
2388,2036479.9426647413
2389,1918696.141748115
2390,1074712.7853139874
2391,2343261.150143681
2392,1634711.0387264001
2393,969120.2072100199
2394,1368098.693432084
2395,1145878.9918878574
2396,1795609.6359323326
2397,1008648.7023620225
2398,1970561.3335877403
2399,1012287.4122867358
2400,1121909.749724636
2401,1146987.6202638966
2402,1293095.0840920522
2403,1078917.780893417
2404,926128.2280682996
2405,1020443.4512127968
2406,624946.4003943834
2407,2047674.075663266
2408,1175236.2305698069
2409,1000154.0108141174
2410,922066.0188227411
2411,1313680.6604247885
2412,1272550.9256312586
2413,1319662.3158529245
2414,1230147.8880332618
2415,1144250.3744339717
2416,1147125.9057169168
2417,899214.1352446761
2418,760119.723693837
2419,873377.006222391
2420,1012690.724304101
2421,697342.4506081652
2422,1711822.5540988783
2423,1164928.9048366987
2424,1265413.2832183344
2425,1472328.3071771148
2426,1125366.3909612666
2427,1349928.7132364907
2428,1130323.1325348536
2429,1519000.2113522247
2430,937377.9919331715
2431,1389751.5778021268
2432,682224.6806057732
2433,712848.5654590175
2434,894688.7756442098
2435,1116016.9603743437
2436,2656712.0434320625
2437,1516325.7624938816
2438,1380711.0974590392
2439,1973785.360592087
2440,1352792.1392884713
2441,1505648.2808509083
2442,1749853.342332487
2443,1682925.441384912
2444,792756.268902615
2445,935625.7646662701
2446,1699830.1886598498
2447,1017690.4353905336
2448,1474267.1871527825
2449,1217407.5587268125
2450,1553024.6198269497
2451,1644837.6342354212
2452,1249451.8080909401
2453,1015256.0884720539
2454,906589.6592240197
2455,784806.2277465053
2456,985113.8140273199
2457,1150839.5844465299
2458,1191309.3642367716
2459,1400660.5791129912
2460,1133883.3615984889
2461,1865761.734688438
2462,1011574.6619783532
2463,1380939.4964332993
2464,1641375.0082798884
2465,1073807.4099229362
2466,1882691.0252908976
2467,1227604.2601013435
2468,1365296.297924381
2469,1181740.7752425398
2470,558689.4262897512
2471,1362508.6067889743
2472,1091916.6259466219
2473,1836257.7011591839
2474,1243187.7213188198
2475,1508432.0703307532
2476,710698.7626200689
2477,958960.2748612496
2478,1652248.7010426589
2479,1073719.044982059
2480,2521835.843848777
2481,1159393.0513077818
2482,1190598.6386206434
2483,1668328.728061872
2484,650724.9246724923
2485,1075086.8269568281
2486,1822459.113776607
2487,1256541.9795855086
2488,1202232.3854556584
2489,1759330.6049061168
2490,894854.1511746607
2491,1128454.0286510685
2492,829629.909062867
2493,969661.1081964474
2494,1413332.613764644
2495,1051328.9441367858
2496,1203859.6231343532
2497,982832.6414976005
2498,1172436.6534069006
2499,1469933.5175727594
2500,1842682.2480021634
2501,1332684.9483254019
2502,921318.6347758396
2503,760266.0541302894
2504,1066881.5860353839
2505,1612246.5423837034
2506,1040929.1787401034
2507,1195309.5782297603
2508,1211237.5612262506
2509,1958206.8628044792
2510,1365364.3049465083
2511,1116392.0598357534
2512,941582.0939214504
2513,915258.5196118323
2514,1779185.4889520241
2515,2256921.3941910476
2516,2343972.9900253317
2517,1456443.980155535
2518,893646.2108929204
2519,1420070.4879567279
2520,1060691.2080760566
2521,983768.434602933
2522,1450508.7312946834
2523,1258692.677306097
2524,943788.8350537965
2525,1211271.3606916172
2526,945586.2251362106
2527,1102886.2232625776
2528,1040783.9411892476
2529,1139530.6447514717
2530,863545.6356186814
2531,1629635.133697744
2532,770101.1932403242
2533,1369786.488933809
2534,1209371.5460388074
2535,973553.6818285456
2536,1381015.8854331847
2537,1730890.355679171
2538,1610866.9903095535
2539,1404479.4305581471
2540,858801.1898100366
2541,1483783.5858099035
2542,756826.9645789182
2543,939060.2085135443
2544,1263807.8628054745
2545,1803480.652666265
2546,811135.880410559
2547,1526974.0643241592
2548,1412206.3195955495
2549,1910103.8868173067
2550,979915.1274421287
2551,1082421.4991259808
2552,863946.3001637136
2553,1842737.5947169617
2554,801543.8729487687
2555,978772.7596153981
2556,1651771.7460121503
2557,1149385.0457559885
2558,1483909.4919810032
2559,1188092.0149460002
2560,1024796.1855722596
2561,891663.8641930859
2562,1203309.4572545625
2563,1037390.9084466298
2564,3454493.853336557
2565,2505201.3610094003
2566,927725.1025416919
2567,1200564.5439307787
2568,1205516.771732426
2569,684755.5996615962
2570,646947.6062395432
2571,1155373.8314410087
2572,1374228.7150929095
2573,1509157.6334058708
2574,1769050.3720737284
2575,1309728.578738395
2576,1905995.9045692915
2577,1375327.2978688038
2578,1280108.725108967
2579,1468535.8707529726
2580,1747774.968793052
2581,1096181.5063117251
2582,1776917.2737667994
2583,936632.6179218924
2584,1300215.977001818
2585,1013811.0604360477
2586,1391686.2416823914
2587,1000032.5351812793
2588,2224194.5164040704
2589,2666384.548278283
2590,1398034.1683199643
2591,1081406.510635428
2592,1174597.7661949445
2593,1158673.8177832707
2594,1972375.9125074924
2595,678047.4822440409
2596,1397825.8154640123
2597,1190528.7609090002
2598,975566.9902271314
2599,1288585.874870808
2600,1300495.120475409
2601,1840853.8625078045
2602,1599651.5332923285
2603,1316942.8797759197
2604,1339424.0461708163
2605,736472.8925729285
2606,1931905.5776970687
2607,819142.1167455956
2608,1768594.1356705334
2609,992465.931285189
2610,1324434.3272005545
2611,1036339.7880341159
2612,1131821.0188692955
2613,1015986.1585451784
2614,3448532.277067305
2615,1438998.4898371915
2616,866702.6117171226
2617,899418.1864835152
2618,1341126.9913254215
2619,1164127.3583478152
2620,1470445.3131168736
2621,1341162.8082853644
2622,1609658.2109204514
2623,1082952.5561282479
2624,1950656.0678554333
2625,1070339.5769628643
2626,790354.2209530497
2627,1447085.34861507
2628,1568091.0603851639
2629,1474746.343838095
2630,624401.7530788322
2631,739672.2398280513
2632,1464766.2621241317
2633,2451090.4579101875
2634,1152099.8478491933
2635,1015246.4313245642
2636,1437252.1099478435
2637,1517857.2742531982
2638,1885317.5422156793
2639,1285962.262938964
2640,1147130.6202172032
2641,1370742.4178244406
2642,790517.4766501602
2643,2697883.87465609
2644,985541.44791408
2645,2116670.4986659563
2646,1497073.1065284284
2647,886797.6763369668
2648,1127287.3786813244
2649,595179.3055944995
2650,1171662.4686807715
2651,1893089.2506231703
2652,1663982.5020301465
2653,1156265.1300257156
2654,1822020.3581164489
2655,1948042.7983738328
2656,1535225.720751049
2657,1195147.4255056216
2658,1471962.8699317886
2659,1725109.0695559958
2660,1848913.4912067973
2661,874982.1563592411
2662,1540986.2201666876
2663,1112292.3864265725
2664,932707.0746503933
2665,1365741.2355859203
2666,766609.5343728785
2667,1047163.7400084131
2668,1500892.9271526765
2669,1352520.9107742698
2670,2056336.9206907009
2671,1011619.5856975261
2672,1333418.515103138
2673,964160.1634561903
2674,1581869.5842454992
2675,836284.4125044544
2676,1389480.3919851256
2677,790977.3902474977
2678,1626458.5831951483
2679,1777363.9304595597
2680,1107046.4749897134
2681,1402761.504175328
2682,1167400.7813894544
2683,851760.2282035177
2684,1060890.866890543
2685,1177517.197106551
2686,795948.6160761971
2687,1616979.7595362135
2688,1253053.93857097
2689,1819240.4388553798
2690,743925.8035359763
2691,1797534.8987265197
2692,1245716.7156200176
2693,2241039.7071361803
2694,1609411.2145483936
2695,1029559.6225010202
2696,1518327.4819019877
2697,1802396.313812828
2698,1544385.9548208455
2699,606614.194922649
2700,1102244.6709475557
2701,926477.3052126614
2702,1276722.626523259
2703,1218271.6891935698
2704,965046.3244243909
2705,1431653.1363243936
2706,1974013.9086086515
2707,1127160.325509611
2708,966888.2341150438
2709,766445.0683291205
2710,1823132.8653645732
2711,1733472.9750408242
2712,1246498.8762880103
2713,2122725.20189944
2714,1107301.4181119238
2715,1051925.418103297
2716,1092631.5485170414
2717,1811194.5196453063
2718,2285908.5421545124
2719,712953.6236741026
2720,1961982.8540854072
2721,2504295.475310657
2722,1604400.3034969973
2723,1340174.588526986
2724,1089121.6420517536
2725,1169963.237512648
2726,1105534.5813960421
2727,1857055.3103691805
2728,1261536.3118336848
2729,1377444.3443515243
2730,1303466.3774830084
2731,1091534.7833691041
2732,1143763.1849370606
2733,860389.0699585836
2734,1234503.2849750158
2735,1632106.6366161983
2736,1157322.7218617105
2737,2149174.8786971495
2738,1182407.2365305969
2739,1205736.5590524147
2740,477407.25108708895
2741,1845737.817137402
2742,1156590.694344593
2743,788592.0440421884
2744,1311491.5711703638
2745,1154519.4115416533
2746,1353051.0788080802
2747,1497768.8715623512
2748,1947993.3368489167
2749,1306938.7653282366
2750,570522.3258732463
2751,1516517.1564604202
2752,1533719.1630645725
2753,1641163.0274708725
2754,2122156.3100112155
2755,779495.516970753
2756,1471782.7432400084
2757,1780390.273643636
2758,1422524.57193777
2759,1242809.1727247667
2760,857507.2791038733
2761,1970689.2371921241
2762,1327211.2371617707
2763,1095046.739402097
2764,1191100.9409910792
2765,2083519.9901212729
2766,961205.7373856187
2767,1579839.8463918578
2768,1281531.3793885566
2769,2274922.890902538
2770,1617541.3347518884
2771,1693125.0446371653
2772,1057218.6420322438
2773,1250595.3333255965
2774,1250575.4054609004
2775,1511429.8346447868
2776,1124021.3334956237
2777,505344.83709587675
2778,1111272.2244263839
2779,1057831.5148746462
2780,1967218.2707455629
2781,1103669.85854363
2782,1012632.5271142331
2783,891346.6856559747
2784,955370.5843123248
2785,1045613.4295819126
2786,1426921.9383703908
2787,684329.0688513736
2788,1220893.7353629249
2789,1319080.1338476662
2790,2187983.291031438
2791,1323187.7713414857
2792,1648486.9148393786
2793,2104111.9042237285
2794,2148771.9064354086
2795,812381.0193924468
2796,2542603.9782409035
2797,1388656.2823310774
2798,896061.0690631306
2799,1474936.9008441232
2800,1582210.0593565719
2801,1833303.4540005631
2802,2254802.47583195
2803,1648920.749138433
2804,726995.1259427461
2805,1299417.6315116815
2806,1193542.2029928945
2807,1185924.3362160486
2808,1746169.565972864
2809,769405.6673575703
2810,1218342.0619714581
2811,1752083.7256249979
2812,1407445.388622215
2813,1865656.4562371727
2814,1633354.5095518583
2815,1568848.4024408145
2816,1223936.143108065
2817,1179903.7050280573
2818,837609.870829079
2819,952141.6718748194
2820,613633.296351838
2821,1582508.6834717975
2822,978525.0859187453
2823,1295430.7326509715
2824,1010266.3265032619
2825,1219513.0259455706
2826,1228230.2679120838
2827,1363071.8341340458
2828,1836307.9642556307
2829,934917.150692392
2830,1471754.8117413558
2831,2215430.615620889
2832,1267267.2500591965
2833,954869.798307673
2834,987545.1894147861
2835,1380145.1278928064
2836,1174760.885726702
2837,1652332.7004045087
2838,841904.9628214624
2839,778855.7991615267
2840,1305756.5957217012
2841,892143.3486504202
2842,1378540.099503845
2843,1635411.947894314
2844,1663082.6588972218
2845,1210290.7670197408
2846,1946729.4638978248
2847,1026376.4113800016
2848,1819913.5297736947
2849,1177107.7173693934
2850,1121942.6615304898
2851,872913.2402649181
2852,998549.0045443929
2853,1027807.0191010659
2854,1215613.6477810023
2855,1021140.6568321435
2856,1018561.0283648225
2857,1312096.9378768487
2858,1115081.3449193784
2859,843915.972631689
2860,888878.9906475559
2861,1259211.6283771237
2862,1299712.37514537
2863,921637.5009409725
2864,1390858.4035897618
2865,1333749.6338397611
2866,1189422.1214278298
2867,1041230.3902611774
2868,969249.6119396783
2869,1031708.6677326359
2870,1136275.6092769045
2871,1864921.5139507486
2872,1358493.7983345126
2873,1765413.0364738575
2874,1736525.941760539
2875,1241800.2992663824
2876,706279.9613563013
2877,1254138.3449665841
2878,1210783.2286342566
2879,1389127.246872011
2880,1184746.8738633033
2881,888370.9550283687
2882,881268.2571725444
2883,1155411.1695234743
2884,589249.1205441478
2885,1376229.660924192
2886,1525982.9985978024
2887,766959.2243344332
2888,812860.1581105959
2889,1442616.933886347
2890,989116.4441980128
2891,1180654.6500732072
2892,1265531.9481106587
2893,1297014.2123925488
2894,764373.7374678729
2895,1238492.346122412
2896,1012089.2767558312
2897,1270134.1143447764
2898,1024568.0377109098
2899,950569.2221210294
2900,1017124.7138393293
2901,1519412.3471308874
2902,713440.6302408274
2903,1144839.7505918518
2904,1414931.626633664
2905,1306085.0272196715
2906,1433264.897404274
2907,1296009.8165581836
2908,894921.0050327259
2909,1811265.197628915
2910,823405.7132128885
2911,720755.18126569
2912,915991.5954726811
2913,1201594.9337059774
2914,1849637.1772628345
2915,1723252.6893125765
2916,1691884.054152108
2917,841933.7786395265
2918,1338732.6646668627
2919,1993663.3442949723
2920,1972226.6543645796
2921,1018997.1677036597
2922,1750398.9845043793
2923,2007365.9183050373
2924,1385205.9872222492
2925,1130031.9537138273
2926,957297.5531376844
2927,1760318.2792652154
2928,1167906.4458592734
2929,1218760.5706848707
2930,1726487.7398344316
2931,1081216.5225637807
2932,1432932.374080988
2933,1063463.1085918415
2934,1135118.668321011
2935,1761688.520844131
2936,830294.3921255629
2937,3310925.3619498247
2938,1496827.7032302606
2939,1234743.428508596
2940,1160348.1729635596
2941,872904.6398867384
2942,1070842.4563701358
2943,1881903.8881872802
2944,1433744.5839052654
2945,1635308.0782368502
2946,1002682.2510328448
2947,983348.4768929224
2948,1607371.1451712663
2949,1222356.126247366
2950,1380843.3100588834
2951,1539819.6518622302
2952,1642813.6409787545
2953,961463.9666341157
2954,1787953.3657689479
2955,2045051.0553719562
2956,806242.6609512505
2957,1616411.8286205376
2958,1164935.5831911373
2959,1247540.3565791622
2960,773426.700880591
2961,850573.5315778322
2962,948629.6917401243
2963,1499254.1758458505
2964,1048069.4987737361
2965,1896645.8797315154
2966,618528.9521562955
2967,942801.2263400655
2968,1015748.9585668993
2969,791749.4990029864
2970,1328308.2546121862
2971,1320461.4584006185
2972,1251547.2751551701
2973,830557.7021624249
2974,1055774.83372944
2975,1728411.5619983422
2976,1738951.7204799256
2977,2191048.569779233
2978,1491583.421755958
2979,844179.4314395053
2980,1332027.5453530685
2981,1104958.9264968422
2982,814174.2242311107
2983,1025953.8452189518
2984,1487823.3845986235
2985,992933.0729984797
2986,999640.2126891256
2987,1341269.9144726514
2988,1869349.0975823977
2989,1561277.8117338293
2990,1523355.6792235794
2991,2384689.926198632
2992,622209.5277672036
2993,680836.3507167484
2994,1799515.638160841
2995,1086575.0478273835
2996,1836373.1989202024
2997,1715181.9659286016
2998,1357418.7695782913
2999,1893009.0267388506
3000,1719034.3342192264
3001,834345.3262842756
3002,1021173.515557565
3003,1842781.9723173007
3004,1598990.8025666794
3005,1061503.415148996
3006,1183649.977211277
3007,1753636.6740951806
3008,1306561.6406789618
3009,896977.0459190672
3010,1728505.6443991475
3011,1542486.5017602684
3012,1393787.738010779
3013,1598442.9882734607
3014,1534227.0534272532
3015,1310293.8241671142
3016,1515549.6080857834
3017,995308.8539419855
3018,967805.4834960701
3019,1397496.949825795
3020,1606793.4045872528
3021,901012.8101681578
3022,2135475.3673968567
3023,1825112.3152334255
3024,1411707.1766502291
3025,1175258.740105094
3026,810783.6385641681
3027,1244289.646502216
3028,1204985.0675543682
3029,866350.6626509932
3030,1732319.0017275698
3031,1190805.6844580756
3032,1386391.0464731804
3033,924651.4091241361
3034,1253761.6322909985
3035,1091499.0761847696
3036,1662927.7304130755
3037,830899.7843043623
3038,990404.357049101
3039,1049735.8209362647
3040,1512930.9381606488
3041,874483.1025203221
3042,2072512.5910305437
3043,694043.2019300957
3044,1064673.5539695458
3045,1261056.4725523998
3046,1330561.6065467768
3047,1848393.9459012963
3048,1721396.44593032
3049,1063580.639474543
3050,1363648.2672576776
3051,1383743.6031941606
3052,1613010.048439525
3053,1049692.27752182
3054,868987.8622956431
3055,1314924.4040541558
3056,1400648.3316204664
3057,2450263.149462597
3058,1363932.8186303102
3059,1732805.411688555
3060,1187766.8453374475
3061,1303202.1322645065
3062,1157733.3190017147
3063,1772020.6188550193
3064,1868752.6435058129
3065,970472.9622860639
3066,1201498.8950249737
3067,1394384.3508049757
3068,1053185.532347848
3069,1677319.2131719692
3070,1835111.091377588
3071,701213.9518860911
3072,1261346.2222351306
3073,729545.2716255413
3074,1673484.349157406
3075,1733282.238443175
3076,1472880.4671498796
3077,1054804.9407718251
3078,1058678.8368063562
3079,1254630.3571096992
3080,797369.9791309034
3081,859021.9104336246
3082,1118698.7297967072
3083,1440935.3194159218
3084,1641857.741261997
3085,1551782.3556606679
3086,1230659.8772073556
3087,1112742.3030618369
3088,1079730.1862047543
3089,793631.5355229466
3090,979177.1237619864
3091,847721.2012383608
3092,1395884.7796317427
3093,1203772.4163919194
3094,795385.0223673625
3095,881903.8643262429
3096,1263587.9246450267
3097,1656992.4817585347
3098,1138663.840284269
3099,1612803.9649027083
3100,1746393.4815217091
3101,2443755.6000259346
3102,1150203.519926099
3103,821107.7479029079
3104,2301379.7666072184
3105,1145087.6366291519
3106,1527531.9091491203
3107,728787.96663069
3108,1503935.8260140743
3109,1474673.418036086
3110,1047658.6270954316
3111,1171304.565850049
3112,1196499.4026916907
3113,1355975.679117747
3114,1784637.401821069
3115,1444735.3405996985
3116,1578972.7165508284
3117,1285526.9178796404
3118,1361416.6175111164
3119,705273.0490069339
3120,718360.3035497819
3121,909433.6714270038
3122,612822.62043573
3123,1208735.936650129
3124,1029183.6122216475
3125,954864.0659728413
3126,1571304.5642388912
3127,982696.475994179
3128,1561167.1602657528
3129,1274121.500764213
3130,2364399.29924972
3131,2188368.1397845317
3132,1263802.5921306994
3133,1216160.1790166895
3134,675229.580150211
3135,598322.0424368246
3136,2280000.452137728
3137,717783.5531281682
3138,1918488.5925557017
3139,689618.9464852219
3140,1891700.034017225
3141,1531879.5377018866
3142,2274630.558077963
3143,843066.3191861007
3144,1226035.5649897559
3145,1534548.4251603184
3146,1248456.9790666862
3147,2486177.5160869523
3148,1143591.1323433195
3149,766128.3311692344
3150,882264.0780831549
3151,818858.7736656446
3152,1396406.2453477972
3153,1267799.9539564003
3154,830352.7947323547
3155,1684882.7880105327
3156,1444552.186879548
3157,1249012.444487893
3158,1761402.6234451642
3159,1385326.2514530576
3160,1010622.8530800961
3161,1299809.2075064646
3162,1133123.1066015048
3163,1223937.2114219596
3164,1031742.7357443236
3165,1385591.5935439805
3166,1767713.2958283655
3167,1023114.0233782192
3168,1294329.8468214772
3169,1001678.0096927645
3170,1271190.7591757374
3171,1698877.369098433
3172,1533812.0542877743
3173,1825968.0839429128
3174,2116131.926561588
3175,1440637.3323577172
3176,1028738.2574445765
3177,2304025.799791596
3178,1069404.114021305
3179,795996.7308329111
3180,1240146.3156686167
3181,1026765.1485868252
3182,1131016.6676004028
3183,2129336.5081061465
3184,979107.481890385
3185,1242784.832494764
3186,1026518.5543041808
3187,1755288.0233501736
3188,1653152.7857366335
3189,617353.6510933129
3190,1058855.9171190169
3191,977844.684406283
3192,1501442.340708784
3193,2230386.0192930475
3194,1540961.1521797369
3195,1372834.1661668585
3196,1707540.8881031962
3197,1235243.2975463925
3198,1200414.525488909
3199,972436.9373155839
3200,1845839.4348446215
3201,1284859.625455242
3202,819256.3641601857
3203,664537.3406587786
3204,1122444.324292237
3205,2068248.6205632098
3206,794306.1729402939
3207,1154196.4733115449
3208,1584555.6389055764
3209,716573.9270153266
3210,1908512.241896575
3211,1108409.0325290672
3212,1367623.0961631136
3213,1551116.324811411
3214,1591916.6887670276
3215,1240774.7162788091
3216,3111228.029175258
3217,1328913.7123982697
3218,1275616.5326094865
3219,1410442.955421906
3220,1607109.731296696
3221,971283.1373739018
3222,1323771.5460415254
3223,1350587.6168839072
3224,1169100.0708045873
3225,1712752.471754681
3226,1655266.3997776955
3227,2232673.1298664846
3228,1037844.2391698082
3229,1054201.7747008486
3230,1470173.7789415917
3231,731528.1536233444
3232,2300771.2907740553
3233,1501149.7491160089
3234,2125139.3829255747
3235,1743295.2194619703
3236,533700.3088277259
3237,1327688.919994409
3238,1380759.223673076
3239,1077762.4149756872
3240,874457.0187972875
3241,1648671.3753333797
3242,1083884.1433723585
3243,1354866.0663692863
3244,496632.8789240674
3245,1474097.369197142
3246,1164282.9692882814
3247,1594188.9742104788
3248,1056478.717306485
3249,1791898.518887342
3250,1357843.271988792
3251,897451.9581637579
3252,972127.6740358908
3253,1122401.9406440072
3254,1098282.4108542218
3255,1741908.2634408558
3256,1334272.80204914
3257,749591.0330402213
3258,1141843.1162502524
3259,1212554.4156823696
3260,1336325.8065342465
3261,1794210.8023913722
3262,1194249.3526645433
3263,1442577.2641034564
3264,1048510.1569244921
3265,1180247.6385017373
3266,1751253.3213381658
3267,1593206.8210313949
3268,1740036.804278599
3269,846526.1203583335
3270,1063654.6700432485
3271,1379292.3133792148
3272,1328314.553140245
3273,1088801.9682600813
3274,1608420.224997468
3275,2250010.2311279085
3276,1913478.6581794322
3277,1041444.9749957371
3278,1194967.7158582879
3279,1130269.9268881057
3280,1089710.4624292224
3281,1005756.644237402
3282,1318102.703276665
3283,1843889.701873022
3284,1308175.5552580587
3285,1704802.220725202
3286,2038627.8222680602
3287,1282229.1587319756
3288,1801825.2201555048
3289,1351304.2444344847
3290,1168651.1345240765
3291,626675.8059855424
3292,1569904.674287671
3293,1616105.933423862
3294,1718674.6903475139
3295,1458024.174072871
3296,987350.0860088402
3297,1837042.0027682781
3298,1063975.6025029616
3299,2138036.176292975
3300,2422400.831617915
3301,1839928.337162237
3302,1089928.0785531988
3303,1286950.1737565193
3304,2093717.5389444893
3305,1075796.9973825251
3306,1391876.0261803858
3307,1673302.534826276
3308,1368529.8661940878
3309,1263619.8698024405
3310,1226020.5178265206
3311,633211.4309043312
3312,1663679.7089313788
3313,655880.4204178923
3314,1317056.9153691179
3315,1107123.513640096
3316,1363137.2068638552
3317,1793686.170508747
3318,1325166.9863547608
3319,969515.0804105249
3320,1245417.70499095
3321,896357.8442304911
3322,1218881.1512856176
3323,2065346.2986534298
3324,792313.7995514212
3325,1327892.5952329568
3326,1310998.3633593256
3327,1160392.7629927532
3328,1020615.0807601273
3329,1306440.6603559244
3330,1073293.9864283043
3331,1879870.35765812
3332,1928065.4582521964
3333,1360189.486670416
3334,577413.6777107673
3335,832737.7774694754
3336,1039594.6803843357
3337,1175940.0581697247
3338,799435.8400097706
3339,880395.6841199453
3340,1272185.8618732572
3341,1278279.0290106006
3342,978635.6726519899
3343,2261014.0743255164
3344,946470.0344741059
3345,2011851.708831654
3346,1526538.531037518
3347,1841054.3594663253
3348,1453572.559709158
3349,1008030.8694153317
3350,648027.1731953543
3351,1282581.1035442762
3352,637526.6650074587
3353,1449177.94087298
3354,1040348.4471871654
3355,993068.9899670329
3356,937215.8040363814
3357,1263519.6492636905
3358,921891.0262134215
3359,905602.3642276915
3360,1787119.8396072548
3361,1400779.0721603027
3362,599076.223347437
3363,1116381.6354528714
3364,962315.2162087923
3365,1198638.4110085606
3366,878791.384175525
3367,1258789.5805565321
3368,1338540.7001463699
3369,1689056.502387386
3370,1356366.4518015205
3371,1174748.1915889054
3372,1378312.4757338664
3373,1068001.946501761
3374,2407717.943531632
3375,1049064.7590166463
3376,644156.2617223838
3377,1049495.4959111046
3378,1076220.6816406786
3379,1210035.970175009
3380,1856443.8533121904
3381,1258783.898272257
3382,1278951.7085510422
3383,1093370.6387225385
3384,1726001.2393845029
3385,1761456.3664240954
3386,1426543.6190492022
3387,1202699.7176128328
3388,1519379.2201383228
3389,1140333.9775669784
3390,727354.5179718146
3391,1374215.5184951082
3392,1672603.6575787023
3393,1914924.9461690225
3394,1912018.0799596948
3395,1812328.4231810847
3396,993954.0285682958
3397,1331798.6674415285
3398,1108297.4069267085
3399,1200021.585616439
3400,771128.3671183767
3401,1289223.1337325317
3402,1175704.034623719
3403,2138052.600369618
3404,1046126.172290817
3405,1775320.5846973262
3406,1467783.9446914701
3407,1417518.4423921737
3408,1001100.6119374702
3409,1197318.4623578265
3410,1202791.6658202927
3411,1174971.4569106575
3412,959681.3264684227
3413,943143.4017158713
3414,888975.5970961945
3415,1791523.2557030602
3416,804153.5886564482
3417,2258928.4931963184
3418,863768.4114150027
3419,1009137.4466004106
3420,1401975.2104702052
3421,1047682.1575308722
3422,1365187.1990031379
3423,1021277.4730965184
3424,1344270.6309050275
3425,1022686.2537618664
3426,670780.5867594301
3427,1079711.781151761
3428,1461394.5363078846
3429,1442419.8776721319
3430,1095186.5560225088
3431,1443009.7685208612
3432,1503143.2150047203
3433,1210533.3785830687
3434,1427933.715635242
3435,1015476.9773126981
3436,1309316.4810743632
3437,932713.1503526246
3438,1599378.6196735722
3439,1146008.8619790536
3440,1290329.0035675678
3441,1287282.1583136052
3442,1801717.2653174212
